"execution","experiment","iteration","attribute","grade","InClosure"
9,1,1,"att1",0.639100710682973,TRUE
9,1,1,"att10",0.639100710682973,FALSE
9,1,1,"att11",0.639100710682973,FALSE
9,1,1,"att12",0.639100710682973,FALSE
9,1,1,"att13",0.639100710682973,TRUE
9,1,1,"att14",0.639100710682973,FALSE
9,1,1,"att15",0.639100710682973,FALSE
9,1,1,"att16",0.639100710682973,FALSE
9,1,1,"att17",0.639100710682973,FALSE
9,1,1,"att18",0.639100710682973,TRUE
9,1,1,"att19",0.639100710682973,FALSE
9,1,1,"att2",0.639100710682973,FALSE
9,1,1,"att20",0.639100710682973,TRUE
9,1,1,"att3",0.639100710682973,FALSE
9,1,1,"att4",0.639100710682973,TRUE
9,1,1,"att5",0.639100710682973,FALSE
9,1,1,"att6",0.639100710682973,TRUE
9,1,1,"att7",0.639100710682973,FALSE
9,1,1,"att8",0.639100710682973,TRUE
9,1,1,"att9",0.639100710682973,FALSE
9,2,1,"att1",0.639100710682973,FALSE
9,2,1,"att10",0.639100710682973,FALSE
9,2,1,"att11",0.639100710682973,TRUE
9,2,1,"att12",0.639100710682973,FALSE
9,2,1,"att13",0.639100710682973,FALSE
9,2,1,"att14",0.639100710682973,FALSE
9,2,1,"att15",0.639100710682973,TRUE
9,2,1,"att16",0.639100710682973,FALSE
9,2,1,"att17",0.639100710682973,FALSE
9,2,1,"att18",0.639100710682973,TRUE
9,2,1,"att19",0.639100710682973,FALSE
9,2,1,"att2",0.639100710682973,TRUE
9,2,1,"att20",0.639100710682973,FALSE
9,2,1,"att21",0.639100710682973,FALSE
9,2,1,"att22",0.639100710682973,TRUE
9,2,1,"att23",0.639100710682973,FALSE
9,2,1,"att24",0.639100710682973,FALSE
9,2,1,"att25",0.639100710682973,TRUE
9,2,1,"att3",0.639100710682973,TRUE
9,2,1,"att4",0.639100710682973,FALSE
9,2,1,"att5",0.639100710682973,FALSE
9,2,1,"att6",0.639100710682973,FALSE
9,2,1,"att7",0.639100710682973,FALSE
9,2,1,"att8",0.639100710682973,FALSE
9,2,1,"att9",0.639100710682973,FALSE
9,3,1,"att1",0.639100710682973,FALSE
9,3,1,"att10",0.639100710682973,FALSE
9,3,1,"att11",0.639100710682973,FALSE
9,3,1,"att12",0.639100710682973,FALSE
9,3,1,"att13",0.639100710682973,FALSE
9,3,1,"att14",0.639100710682973,FALSE
9,3,1,"att15",0.639100710682973,TRUE
9,3,1,"att16",0.639100710682973,FALSE
9,3,1,"att17",0.639100710682973,FALSE
9,3,1,"att18",0.639100710682973,TRUE
9,3,1,"att19",0.639100710682973,FALSE
9,3,1,"att2",0.639100710682973,FALSE
9,3,1,"att20",0.639100710682973,FALSE
9,3,1,"att21",0.639100710682973,TRUE
9,3,1,"att22",0.639100710682973,FALSE
9,3,1,"att23",0.639100710682973,TRUE
9,3,1,"att24",0.639100710682973,FALSE
9,3,1,"att25",0.639100710682973,FALSE
9,3,1,"att26",0.639100710682973,FALSE
9,3,1,"att27",0.639100710682973,FALSE
9,3,1,"att28",0.639100710682973,FALSE
9,3,1,"att29",0.639100710682973,FALSE
9,3,1,"att3",0.639100710682973,FALSE
9,3,1,"att30",0.639100710682973,FALSE
9,3,1,"att4",0.639100710682973,FALSE
9,3,1,"att5",0.639100710682973,FALSE
